date_id,D1,D2,D3,D4,D5,D6,D7,D8,D9,E1,E10,E11,E12,E13,E14,E15,E16,E17,E18,E19,E2,E20,E3,E4,E5,E6,E7,E8,E9,I1,I2,I3,I4,I5,I6,I7,I8,I9,M1,M10,M11,M12,M13,M14,M15,M16,M17,M18,M2,M3,M4,M5,M6,M7,M8,M9,P1,P10,P11,P12,P13,P2,P3,P4,P5,P6,P7,P8,P9,S1,S10,S11,S12,S2,S3,S4,S5,S6,S7,S8,S9,V1,V10,V11,V12,V13,V2,V3,V4,V5,V6,V7,V8,V9,forward_returns,risk_free_rate,market_forward_excess_returns,E19_lag1,E19_lag3,E19_lag5,E19_rollmean5,V7_lag1,V7_lag3,V7_lag5,V7_rollmean5,V10_lag1,V10_lag3,V10_lag5,V10_rollmean5,P5_lag1,P5_lag3,P5_lag5,P5_rollmean5,S8_lag1,S8_lag3,S8_lag5,S8_rollmean5
0,0,0,0,1,1,0,0,0,1,1.9142448103055263,0.2894982716161245,-0.0549693015491448,0.19690760741115,-0.0064993669569242,0.0063459124465402,0.378699518988603,0.1239771613571616,-0.037552297746765,0.6091015402564585,-1.0388879130479571,-0.6912751207063599,-0.2327443060924396,1.6285877700120526,0.0067871743159813,0.5542928098228522,0.1841103816523836,-0.6601967209765888,-0.0618891053888712,0.4116520043541974,0.5243371514265522,-1.75854614117811,0.3540614705249379,0.832727545037536,-0.7458845354326734,0.1926031773961,0.7450114744686333,0.8599083380485757,-1.2397828043643662,-0.7426282106751965,0.7182849124518979,-1.2278439724153192,-0.5357648626297404,-1.4189522349871082,-1.000779081874975,0.6052204962195472,0.0703254804010905,0.1990106835107391,0.6025576743627667,0.658030670994704,0.3873452819928235,-0.0580663965575773,-0.6371751651771264,-0.4650477881865229,0.3910386705982447,0.219914697981659,1.3746256156901002,0.274930226047003,2.18361216252372,0.9252878160037206,-0.8273094686170467,0.7845854666551939,-0.1797479969175461,0.2507945736027173,0.2992294038420591,0.0544482930162545,1.0068249589369231,-0.4542590830843708,2.027906581449598,0.6101371728957046,-1.0156539270811031,0.156461968164176,0.7520905928938122,1.115702856973773,-0.3279602612842265,0.1974935175155137,0.3322661842901064,-0.3396139625936908,0.2740994087382006,0.1933345511022761,-0.1666523796427014,0.2686579398086521,0.602563792767504,-0.3036529114241464,0.297949872620974,0.0460517538377966,-0.6820844912439745,0.8094215246087393,0.4916453811323457,0.3550554421844225,-0.233099730635117,0.1498619171783367,-0.1937885508100327,0.0056390152134899,-0.0362857489351797,-0.0024211742695206,0.0003007936507936,-0.0030384793599786,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0,0,0,1,1,0,0,0,1,2.0632308846733,0.1965556553900842,0.0952758381416965,0.2161544886565373,-0.0010295673276563,-0.0030055668633248,0.5156370367276139,0.4604538299003006,-0.625556171739275,0.2239079002643708,-0.2378094141516457,0.3529226300821226,0.039615086227341,0.4622935573519287,0.0408703268723789,0.4334879750542447,0.006235743565918,-0.5995125502159069,-0.4886943431035518,0.2175257546206687,0.8062548895841846,-1.7281819602476305,0.415208497841337,0.8284518508032732,-0.3370783763791198,0.7545428264946532,0.6487078353651898,0.5370919066414076,-0.2939414430421636,0.0787017578705341,0.917618869323832,-0.6609097060448923,0.96979989812171,-1.5364982754016698,-0.7838822038855382,0.2300786352844716,0.145401883418659,0.3466939958806961,0.5456440661056713,0.6812636637001327,0.1232749472344501,0.8109962044436971,1.5908096994151202,-1.1241123135315876,-0.5986135965982331,0.6835878064321517,0.4320018922776697,0.3353499828067137,1.6177715077592922,1.525235649952668,0.2879596666282804,0.7869930053074894,-0.2629532827688064,0.7511939987752199,0.3581473880061664,-0.4704582115440479,0.7530894948846278,-0.5085096363187784,1.1726084652218332,0.3260638087822166,1.5954126134510966,0.5411070054739822,0.6926177366406892,-0.4690392662544547,0.759951216380812,1.004471498811662,0.3036978941528467,-1.0243720123553262,0.4316227948163366,0.189219474404363,1.1212198949056822,0.5709593693834596,0.2877582763506338,-0.6205526063564396,0.4978130370763736,0.397002308156224,-0.5428519333762878,0.6797228502415698,0.7313939870638222,0.6318624676530014,-0.5758547951523947,0.1255761955006701,-0.1648967499904331,0.5426811781745362,1.0318173368692385,-0.0084946770367918,0.0003027777777777,-0.0091140456193133,-1.0388879130479571,0.0,0.0,0.0,-0.1937885508100327,0.0,0.0,0.0,-0.3036529114241464,0.0,0.0,0.0,0.0544482930162545,0.0,0.0,0.0,-0.1666523796427014,0.0,0.0,0.0
2,0,0,0,1,0,0,0,0,1,1.9621151326712765,0.3093540355563284,0.2570670101282026,0.3225628254588106,0.0114931822727583,-0.0021779378936642,0.2398028283549821,0.5786867398748516,-0.0624543952318504,0.3934304671610142,-0.1296997204302506,0.554331938719937,-0.3049343611260353,0.1331859460508399,0.028706933018705,0.8729344512620292,0.0769592768788706,1.3889092085991963,-0.1391709099337598,0.2998746731210051,0.7853291294258655,0.0411515604560021,0.7763526142746163,0.5448500940754869,-0.0205448027740396,0.516901184258427,0.8995677295991513,0.4404815091792206,-1.412328116434607,-1.1499476721348465,-0.1152883994945078,-0.7855861756060996,-0.0004219013814525,-1.003821232467489,-1.0316676554447606,0.5264715426327975,0.3929640368858165,0.2728170141650821,0.5988812035717886,1.1419518988670163,0.6093004891104609,-0.7451601434994474,0.3980428874669361,1.02430073835212,-0.1435763703757208,0.3795489497688793,-0.2225513707419762,0.4888227548756761,1.1683212564962806,1.098350540668534,0.4191852386339481,0.5430012923508495,0.9339223841496846,0.6505989596794719,0.4389773149782566,0.8699248569286048,-0.0643796688231203,-0.6679366989489813,1.579617613259958,0.0645619631936457,-0.6177962280984006,0.227148715692254,0.239100220597337,0.8978452614095942,-0.1718786223445952,0.7264835869815054,0.2072945415908308,-0.3132425463030757,0.4268762082486718,0.2549621797495416,-0.6859260478565137,0.5410719092846591,0.1073793560954567,0.4099905532380439,-0.0709454984059908,0.2733332418819001,0.0021719730153755,0.3099588618022016,0.349002457981627,0.7913270696785504,0.2226602884239649,0.2372368009854691,-0.1320673172856997,0.4460708297372691,-0.0644566933269103,-0.009624478442281,0.0003011904761904,-0.0102425375009931,-0.2378094141516457,0.0,0.0,0.0,-0.1648967499904331,0.0,0.0,0.0,-0.6205526063564396,0.0,0.0,0.0,-0.4704582115440479,0.0,0.0,0.0,1.1212198949056822,0.0,0.0,0.0
3,0,0,0,1,0,0,0,0,0,1.7759127050111712,0.3002116987364122,-0.0556444610219841,0.0438202374871715,0.0132550239488246,0.0123984881603469,0.2327364539108669,0.9788323261447894,0.8971789105577974,0.5441585686620218,-0.3617534300016702,0.7999056890193634,1.2328127306740662,1.3980388978215743,0.0535232156372957,0.4503589276873238,0.192799764932494,0.1317355047937426,-0.0599049580302181,0.4695890767993774,0.5061635679462729,-1.2941304397423643,0.4435556708666388,0.3445243308275472,-0.0672656365555387,0.2254739086862774,0.4891553921719455,0.3442219293369737,-0.1566126461882193,-0.1878523125608369,0.3577033165042611,0.5222725174334126,0.5790438895892163,-0.3997638752832491,-0.9104541272291188,0.4694894696318459,-0.0109088043803991,0.0733881023540242,0.5612393301508661,-0.7683368599028123,-0.408759490917256,0.8416178490665074,-0.6508338587042222,0.0101643431072616,-0.4887589354061465,0.5656553315023192,-0.1846890868381989,0.618077772620091,2.138492655259199,1.7477022473241148,0.5177161239855608,0.7176491577844053,-0.9929535522478286,0.7127043142251936,0.3092127265320871,0.7787416277313242,-0.1450924578324657,-0.4159731852037691,1.7779426765160251,0.3113465323753255,0.5035299814735603,0.5624357339033137,0.4974812872459532,0.6850238477113169,0.8106683725772263,-0.6060117281692526,0.1923699431034669,0.8064471211964825,0.6501204484440404,0.7247276485773821,0.748703757813269,0.1993873207448638,0.3604237153233275,0.4530986493344391,0.0107122576868856,0.4137814105721223,1.310808834716228,0.672671923928414,0.3694298189182269,0.5764588468791864,0.1335383572405024,0.563356114758615,1.3575472543157616,0.1130894822263931,-0.7737907078766116,0.004662397483429,0.0002992063492063,0.004046203504082,-0.1296997204302506,-1.0388879130479571,0.0,0.0,-0.1320673172856997,-0.1937885508100327,0.0,0.0,0.4099905532380439,-0.3036529114241464,0.0,0.0,0.8699248569286048,0.0544482930162545,0.0,0.0,-0.6859260478565137,-0.1666523796427014,0.0,0.0
4,0,0,0,1,0,0,0,0,0,1.4632931551670376,0.8264740290634061,0.1108580809629323,-0.0266619225962047,0.0176311690332587,0.0190140783312524,0.4464335310179835,0.7728585755786729,-0.9110325914465134,0.9593273963727732,-0.3961021155291599,0.5054406693376056,1.1305429629181845,1.3599693443799514,0.0025641088127597,0.7597242257436679,-0.0297748384223018,-0.7887206713275291,-1.6339422888437205,0.1817694781718353,0.7771075595224668,-0.8679428235217743,0.8991822804018915,0.7821430645309205,1.7891833993225823,0.5209242166727096,0.494476455652118,0.2715705939873405,0.7467297001120334,-1.1851290654478006,0.1844128567390008,0.1964024909460051,1.846989080818526,-0.6652043371511124,-0.8317102525038282,0.4308549809989817,0.3134544257296953,0.3893544002418779,0.6605966706338073,0.8398799678117298,-0.4740551314549526,0.1729994533410256,-0.2533909795029795,-1.0907991384055291,0.9789668015959438,0.2616091057503862,0.4582107524591675,0.5070354605478814,1.5176688892478545,2.3182073708538797,0.7316195907745864,0.5290233452222317,-1.6444696724837211,0.3958277333334035,0.5131571758980262,0.2899024611638384,-0.5466867728261605,-0.1591181732708752,1.1693418462190193,0.6335600584769343,0.2308010960240443,0.2023992786986553,0.6644853812303206,0.3866841409134819,-0.8125884147956124,-0.2027193587044105,0.6429661166722088,0.2952115667781757,0.7824648075116099,0.4435614047240135,-0.4540784203825434,0.7670459382293394,0.2653913946985021,-0.2044487362910687,0.078796818999886,0.3169894835946228,0.2940260645559213,0.5165294908792459,0.4372040920090078,0.6570880838045577,-0.6817455376783386,0.1898988232146241,0.263716215861708,0.4871900971847626,0.2104432959831942,-0.0116857701984905,0.0002992063492063,-0.0123006546540279,-0.3617534300016702,-0.2378094141516457,0.0,-0.4328505186321367,1.3575472543157616,-0.1648967499904331,0.0,0.2261021704182608,0.4530986493344391,-0.6205526063564396,0.0,-0.05311301029983434,0.7787416277313242,-0.4704582115440479,0.0,0.30451180545919476,0.748703757813269,1.1212198949056822,0.0,0.11265336096743854
5,0,0,0,1,0,0,0,0,0,1.6942942506110985,0.3957611554269079,0.1156656400269235,0.0551182448575494,0.0129607192440289,-0.0013906652458805,0.5412852723340033,0.932956675436437,0.8706242222766957,-0.0035497358170289,-0.914590773375917,0.2656361360070098,0.238953470893398,0.2857844701993317,0.0446505500910253,0.9277904162772238,-0.0542124600260978,1.7081495728234293,0.2183775265412392,0.1934464289314804,0.8500871289812426,0.6294162034146352,0.8537603394663961,0.5590392380206429,0.2450574106949018,0.7534028065680171,0.5347101937847831,0.27984380635509,1.6002970691035645,0.0781030780957958,0.150160406891085,0.4063541613602935,1.141657798798272,-0.7538622402892105,-1.011967480244098,0.489507894590885,0.2565895744767426,0.1343677772350264,0.2901454293203904,-0.0914737996711507,0.4397255932374824,-1.0570016859257183,-1.128745234962449,0.2267622666016054,0.4461404185824369,0.1763744886483451,-0.3977547215022385,0.7168099635029284,1.0535057587958154,2.303205992708779,0.5832503717122205,0.4374108379783913,1.0668760473679133,0.244434285159986,0.6655056976707359,0.5655995085297886,0.2702016079211908,1.0493088097721832,2.1039649915546565,0.6543587605566161,0.8535991509907526,0.1513528395252563,0.6808873417740391,-0.2197748796961626,0.8553659213412199,0.5524101927900273,0.4633166938441076,0.178666066471993,0.6865065440574951,0.7741948309372891,-0.917378532236391,0.477724460681904,0.6003190847063189,0.159233158078287,0.1970206065728842,0.5182322207674941,1.262541084086307,0.6811355101682945,0.6029569993743181,0.7767636274742812,0.7225824394718166,0.235069074609048,1.386588632800422,0.572207104866167,0.1294208276302653,-0.0064494229463677,0.0002996031746031,-0.0070659343860321,-0.3961021155291599,-0.1296997204302506,-1.0388879130479571,-0.4079910906977287,0.263716215861708,-0.1320673172856997,-0.1937885508100327,0.5421776071403517,-0.2044487362910687,0.4099905532380439,-0.3036529114241464,0.039464203600652344,0.2899024611638384,0.8699248569286048,0.0544482930162545,0.40674204856190166,-0.4540784203825434,-0.6859260478565137,-0.1666523796427014,-0.03749186955129937
6,0,0,0,1,0,0,0,0,0,2.128323571838385,0.6878568819400248,-0.014817676151647,-0.1294389405022035,0.0037194406254976,0.003150786142472,0.1476091931675116,0.9775549213617908,-0.192377090973929,1.0490149940149145,1.200543232538808,1.2180399080296658,0.685445386688179,-0.5986791190090888,0.0004099480613475,0.3791964626970138,-0.0026106176279616,1.6056266674070614,-0.5349015025406467,0.4405905154419416,0.9217631493174936,-0.4364024360788842,0.9146894950367602,0.6608167651353777,-0.2773321724043417,0.6117026966321721,0.6335825322165755,0.3302665002775428,0.2575805176889608,0.0326304934995326,1.0784992279542571,-1.3285656103151893,-0.461096971828842,-1.487778060431607,-0.9892727345794038,0.2475235708790198,0.5344421092682021,0.3391702775208354,0.636466348177616,-0.8974468798409527,0.4334362989584862,-0.5276438038267482,-0.7476883287913629,1.3017920341488851,-0.4181398211228654,0.3007624746429075,1.4477987641198569,0.4065954385032431,0.91320825308372,0.4148658697469461,1.0392318001194265,0.5110416406045751,-1.556028153130454,0.3462622030038205,0.7256390662139343,0.8896284180235071,-0.5175941215656519,0.2023769453536369,1.0726895194230095,0.7571623396284135,1.4557444521330478,0.6660585603574719,0.2286254739718014,0.4104671774156484,-0.2142094289577034,-0.4184099213935992,0.4264374801151351,-0.1917359168161986,0.4672912285311469,0.677958314884888,-0.8440971121695506,0.6278600285607441,0.2342747763953984,1.198992493986413,0.2697435795057607,0.4197369892534151,1.2134642954798005,0.3944032304570813,0.4420507420331134,0.4767906290737614,1.1685387048227225,0.3211231859229553,1.111749624066404,0.4537593427652707,0.6009012918339626,0.0036442318642524,0.000297619047619,0.0030294267737944,-0.914590773375917,-0.3617534300016702,-0.2378094141516457,-0.12032056135963795,1.386588632800422,1.3575472543157616,-0.1648967499904331,0.7975068819517193,0.159233158078287,0.4530986493344391,-0.6205526063564396,0.4033732236692229,0.5655995085297886,0.7787416277313242,-0.4704582115440479,0.6787593744754126,-0.917378532236391,0.748703757813269,1.1212198949056822,-0.43055527096634594
7,0,0,0,1,0,0,0,0,0,2.068415942683507,0.6783730452362886,0.0864972042644228,0.0958613441267005,0.0110042433349586,0.0038724555032963,0.7175132495922988,-0.2250506864493776,-0.2340522132601587,-0.140667643769647,-0.0531382039073575,-0.2289600551835424,0.6294429394474181,-0.5746187091810306,0.0239226356981831,0.588514087294847,0.1304183911869189,-1.5652067357484196,-1.1078927481207288,0.0712697083894909,0.7041439335594194,-0.1783111283794002,0.3882131996827496,0.6392644578034081,-1.0572507266196334,0.3373044899428175,0.602375644086158,0.5839634823759008,1.0647439241188197,0.1466090799266213,0.4343902027827016,-0.2464187509410381,1.1942663361945716,-1.292763516348126,-0.9541500633201244,0.4674983987212885,0.2184836184118005,0.1621382798641327,0.6888172756548597,-0.8540084039487248,0.3892480568934164,-0.8203854216473316,-0.3830656190916832,-0.7736428258027069,-0.5255406077648398,0.332140495148189,1.6943609799045507,0.6168510539104647,1.8070664527834,1.8057175637263696,-0.4717317252348753,0.2335136236262887,-0.3011802129292536,0.2702348952238146,0.3813869404092335,-0.1600704985087764,0.0540431279500121,-0.4344046438544876,1.6888465995098283,0.514653390534301,1.1249399962449802,0.301883958768923,0.1858445051715171,0.8763222421218302,0.8147113662431227,0.2929394693590686,0.6256606539221999,-0.5592295122768748,0.498950319848092,0.4030402272824679,0.7211455612166207,0.6453063694668371,0.4817795497595184,0.5961673497859571,-0.0514898371457573,0.4024165986027401,0.0394880690891256,0.404677837002617,0.5363469651089973,0.8042765193621934,0.8591263476115256,0.4940755484397224,0.9539267466226722,0.2684157028534057,1.3083183400367613,-0.0245659820719392,0.0002996031746031,-0.025182810971921,1.200543232538808,-0.3961021155291599,-0.1296997204302506,-0.10500825805505935,1.111749624066404,0.263716215861708,-0.1320673172856997,1.0147056947333937,1.198992493986413,-0.2044487362910687,0.4099905532380439,0.4406085829788055,0.8896284180235071,0.2899024611638384,0.8699248569286048,0.47276030338793645,-0.8440971121695506,-0.4540784203825434,-0.6859260478565137,-0.1491409491517191
8,0,0,0,1,0,0,0,0,0,1.6764242202119437,0.7965200959208266,0.0392914840810375,-0.0935388102503263,0.0196703491045222,0.0030515261891683,0.2361484290689238,-0.1756151343647606,-1.0451059893795858,-1.0328205378286524,1.1157630244687384,-0.3132873009596527,-0.1358568152084507,1.5299974271842116,0.0129652628287116,0.3026686052375171,0.1478510140192919,-0.3132823440434165,-0.0651953830706767,0.5233354285175544,0.8071653602618348,0.1689522126417723,0.8152285585911202,0.2648801549224965,-1.292706011352421,0.7199947367965547,0.8570897055665003,0.8756671495602486,0.5989960965990827,0.1232473658138574,-0.8690618353684622,-0.1908791379670942,0.0389237022514992,-0.382136098388883,-0.9960151821120756,0.3287617496001559,0.1792519880649223,0.1112456572061403,0.4835190480008249,-0.352277277356376,0.2524417107978988,-0.2293170745984337,-0.0465446429106532,0.5749573016170411,-0.7490520667841266,0.1552897242015199,0.9045363502613356,0.6950737087458184,0.7128776205142452,2.182047293873574,-0.2355928949368445,0.3253936063742682,-0.254953098343902,0.6852181749726778,0.36740974994788,-0.6034630348301426,-1.0689613583070614,-0.6192769240588352,0.8931306335908767,0.2150315462731791,1.064208161292134,0.2129641370418138,0.4983798877577116,-0.4913600905322704,-0.9906799679806138,1.0407844812262743,0.5533410223143876,-0.0985220512616497,0.5790391540957391,0.2413231616841429,1.1343834219312323,0.3817678565259024,0.1417819334474931,-0.6680982142957832,0.510844407123025,0.2642382123977429,1.4018745852649714,0.6529252643818833,0.2761185492499104,0.575801980375959,1.1293996500798524,0.325680883680926,0.5425274760331008,0.1801549853097493,-1.0527123978459367,-0.0084918280695632,0.000297619047619,-0.0091054426838308,-0.0531382039073575,-0.914590773375917,-0.3617534300016702,0.1904950328390224,0.9539267466226722,1.386588632800422,1.3575472543157616,0.8517017390768613,0.5961673497859571,0.159233158078287,0.4530986493344391,0.21636921025276107,-0.1600704985087764,0.5655995085297886,0.7787416277313242,0.19631937087564302,0.7211455612166207,-0.917378532236391,0.748703757813269,-0.07200501632812646
9,0,0,0,1,0,0,0,0,0,1.9364513131741616,0.5180848662891137,-0.0522482977593845,-0.0034436502571678,0.0103801141385005,0.0064864572262082,0.5094418708183779,-0.8624016608706677,1.0174357022546816,0.9736007004938868,0.9497501467959734,1.0304762395571183,1.6742381624795108,-0.6556391147244864,-0.0053644131306008,0.2943521610115745,0.2839425187122296,-0.6086209726361406,-1.7500288387499654,0.2981691229638953,0.7961244383146145,-1.3873375406700794,0.3365469646848957,0.6778174037012721,-0.8020822665791854,0.6294427178782614,0.6452511137191178,0.5095542902442645,1.7782431612331902,0.3298254842138561,1.0157146817639615,-0.6096069148819707,1.1475616583170107,-1.5565640589685854,-0.994084255043251,0.6154229529663533,0.4810186245023641,0.3794099547072557,0.5838960250647218,-0.8152795502820931,-0.6141415121012794,-0.7406338830526733,-0.0846257334831862,-0.5281579160252635,-0.0619074023032364,0.2200297006342597,0.4068040248908219,0.5649238981737943,1.7864558174692242,0.5887877539372098,0.2340831508070611,0.3904305214376876,-1.7262822484811,0.3867503725920833,0.6596051156911535,-0.4161763735026835,0.5531013471557839,0.0933187564727079,1.3974344719371712,0.4584225471677609,-0.711033215412413,0.6483951287380851,0.1642506318460361,0.2692587917097289,0.2610935474288542,0.8300809515960715,0.6531336856324361,0.4413227752444502,0.2915897374561904,0.6486235384558051,0.4708538042550696,0.2249403263999815,0.4830521083701636,1.082474992883152,-0.0296682399418202,0.3308843561948021,-0.8441530449848843,0.5574990837988626,0.4228006786936992,0.7333959212873001,1.4057816017574132,-0.0192102071174407,-0.8096111136387031,0.6382183975705861,1.059829911761201,0.0112629788232534,0.000297619047619,0.0106493642089859,1.1157630244687384,1.200543232538808,-0.3961021155291599,0.45966548530404905,0.5425274760331008,1.111749624066404,0.263716215861708,0.6370362731767791,-0.6680982142957832,1.198992493986413,-0.2044487362910687,0.47375395608760523,-0.6034630348301426,0.8896284180235071,0.2899024611638384,0.05510360394233863,1.1343834219312323,-0.8440971121695506,-0.4540784203825434,0.11298142859939617
